,children,days_employed,dob_years,education_id,family_status_id,gender,income_type,debt,total_income,purpose,total_income_category,purpose_category
8419,0,1669.9043595880496,38,1,1,m,сотрудник,0,125351,автомобили,C,операции с автомобилем
8420,0,891.1820562348285,55,1,0,m,сотрудник,0,91354,операции со своей недвижимостью,C,операции с недвижимостью
8421,0,699.6346400384361,38,2,3,m,сотрудник,0,328919,покупка недвижимости,B,операции с недвижимостью
8422,0,662.5966339162745,50,0,0,f,компаньон,0,387116,покупка коммерческой недвижимости,B,операции с недвижимостью
8423,1,1203.369528770489,48,1,0,m,сотрудник,0,145017,покупка жилой недвижимости,C,операции с недвижимостью
8424,1,5004.437465626495,39,0,0,f,госслужащий,0,144514,покупка жилой недвижимости,C,операции с недвижимостью
8425,0,393964.8409971221,59,1,0,f,пенсионер,0,118212,автомобиль,C,операции с автомобилем
8426,0,1203.369528770489,64,1,2,f,сотрудник,0,145017,операции с коммерческой недвижимостью,C,операции с недвижимостью
8427,1,2910.51954348063,41,0,0,f,компаньон,0,383807,покупка жилья для сдачи,B,операции с недвижимостью
8428,0,2189.729526169456,30,1,1,f,сотрудник,0,116808,ремонт жилью,C,операции с недвижимостью
8429,1,2510.694486043415,25,0,0,f,госслужащий,0,78222,операции с недвижимостью,C,операции с недвижимостью
8430,20,1203.369528770489,60,1,2,f,пенсионер,0,145017,покупка жилья,C,операции с недвижимостью
8431,0,1196.336149279542,24,0,1,f,сотрудник,0,176791,свадьба,C,операции с недвижимостью
8432,0,1203.369528770489,67,1,0,f,пенсионер,0,145017,образование,C,операции с недвижимостью
8433,0,1033.5489386024287,46,0,1,f,компаньон,0,161432,недвижимость,C,операции с недвижимостью
8434,0,1203.369528770489,30,0,0,f,компаньон,0,145017,строительство жилой недвижимости,C,операции с недвижимостью
8435,0,1850.59742721288,50,1,0,f,сотрудник,0,261658,покупка жилья,B,операции с недвижимостью
8436,0,7591.450017152134,45,1,0,f,госслужащий,0,366892,ремонт жилью,B,операции с недвижимостью
8437,3,900.3338146445993,27,1,0,f,компаньон,0,522991,на покупку своего автомобиля,B,операции с автомобилем
8438,0,1946.4560925089029,35,1,2,f,компаньон,0,190938,покупка жилья для семьи,C,операции с недвижимостью
8439,0,9615.762098432337,59,0,0,m,госслужащий,0,145256,дополнительное образование,C,операции с недвижимостью
8440,2,5012.429944493964,36,1,0,m,сотрудник,0,160235,профильное образование,C,операции с недвижимостью
8441,1,1978.8720772337488,34,1,0,f,сотрудник,0,118109,операции с жильем,C,операции с недвижимостью
8442,1,3411.7799182694703,37,1,0,m,госслужащий,1,137841,автомобиль,C,операции с автомобилем
8443,0,332814.6429398758,59,1,2,f,пенсионер,0,66712,на покупку подержанного автомобиля,C,операции с автомобилем
8444,0,1203.369528770489,61,1,0,f,пенсионер,0,145017,строительство жилой недвижимости,C,операции с недвижимостью
8445,2,1767.106902789296,31,1,1,f,компаньон,0,96159,покупка своего жилья,C,операции с недвижимостью
8446,1,1203.369528770489,58,1,1,m,сотрудник,0,145017,свадьба,C,операции с недвижимостью
8447,1,1203.369528770489,22,1,1,f,сотрудник,0,145017,сделка с подержанным автомобилем,C,операции с автомобилем
8448,2,1203.369528770489,36,1,0,f,сотрудник,0,145017,покупка коммерческой недвижимости,C,операции с недвижимостью
8449,0,678.5678707032978,33,1,0,m,компаньон,0,167771,недвижимость,C,операции с недвижимостью
8450,2,973.5184156058542,45,1,1,m,сотрудник,0,157646,жилье,C,операции с недвижимостью
8451,2,1705.444885871745,27,1,0,f,сотрудник,0,41485,покупка жилья для сдачи,D,операции с недвижимостью
8452,1,724.7961085445668,28,2,4,f,госслужащий,0,109112,строительство недвижимости,C,операции с недвижимостью
8453,1,2501.5304243831624,36,0,0,f,компаньон,0,139049,операции с недвижимостью,C,операции с недвижимостью
8454,0,2492.423340697586,50,0,0,f,компаньон,0,231728,автомобиль,B,операции с автомобилем
8455,1,2631.158586262189,39,1,0,m,сотрудник,0,150125,получение высшего образования,C,операции с недвижимостью
8456,0,1203.369528770489,71,1,0,m,пенсионер,0,145017,операции с коммерческой недвижимостью,C,операции с недвижимостью
8457,0,359808.87708182354,50,0,4,f,пенсионер,0,254473,получение образования,B,операции с недвижимостью
8458,0,67.03662472052932,29,1,0,m,госслужащий,1,209908,покупка жилья для семьи,B,операции с недвижимостью
8459,1,1506.0557781242114,39,1,0,m,сотрудник,0,137623,свой автомобиль,C,операции с автомобилем
8460,0,1203.369528770489,58,1,0,m,пенсионер,1,145017,заняться высшим образованием,C,операции с недвижимостью
8461,0,342634.9829168036,68,1,2,f,пенсионер,0,181311,получение высшего образования,C,операции с недвижимостью
8462,1,3242.0810622145123,44,0,0,f,компаньон,0,127904,покупка жилой недвижимости,C,операции с недвижимостью
8463,0,361763.8138746571,59,1,0,f,пенсионер,0,242179,высшее образование,B,операции с недвижимостью
8464,0,330082.873770985,60,1,0,f,пенсионер,0,90433,покупка жилой недвижимости,C,операции с недвижимостью
8465,0,340057.53951848514,60,1,0,f,пенсионер,0,112545,операции с недвижимостью,C,операции с недвижимостью
8466,1,102.7481904092289,28,0,0,f,госслужащий,0,190468,покупка жилья для сдачи,C,операции с недвижимостью
8467,1,1570.9598539634628,37,1,0,m,сотрудник,0,111498,получение образования,C,операции с недвижимостью
8468,0,388019.22303508327,63,1,4,f,пенсионер,0,73217,недвижимость,C,операции с недвижимостью
8469,1,400124.13943170017,52,1,2,f,пенсионер,0,105316,покупка жилья,C,операции с недвижимостью
8470,0,1940.23636081348,35,1,1,f,сотрудник,0,146921,сыграть свадьбу,C,операции с недвижимостью
8471,0,1203.369528770489,47,1,0,f,компаньон,0,145017,покупка своего жилья,C,операции с недвижимостью
8472,0,3112.8077209641992,52,2,0,m,сотрудник,1,79087,строительство жилой недвижимости,C,операции с недвижимостью
8473,0,1203.369528770489,51,1,3,m,компаньон,0,145017,операции с недвижимостью,C,операции с недвижимостью
8474,1,342040.45474062586,62,1,4,f,пенсионер,0,73157,дополнительное образование,C,операции с недвижимостью
8475,2,1229.6228435329822,37,0,0,m,сотрудник,0,157387,операции с коммерческой недвижимостью,C,операции с недвижимостью
8476,0,438.9341966478018,50,2,4,f,компаньон,0,305989,сделка с автомобилем,B,операции с автомобилем
8477,0,3867.8012775039,48,1,0,m,сотрудник,0,195734,на покупку подержанного автомобиля,C,операции с автомобилем
8478,0,4701.670396448562,42,1,2,f,госслужащий,0,132948,высшее образование,C,операции с недвижимостью
8479,0,2401.491285826363,46,1,0,f,сотрудник,1,135244,на покупку своего автомобиля,C,операции с автомобилем
8480,2,1801.512743580185,38,0,0,f,компаньон,0,175059,получение образования,C,операции с недвижимостью
8481,0,401161.15825071634,55,1,4,f,пенсионер,0,171868,заняться высшим образованием,C,операции с недвижимостью
8482,0,7373.150635088841,47,0,1,f,сотрудник,0,131762,свадьба,C,операции с недвижимостью
8483,0,1304.139397097611,51,1,0,f,сотрудник,0,102668,покупка недвижимости,C,операции с недвижимостью
8484,0,2923.780494497127,51,1,2,f,сотрудник,0,140923,автомобиль,C,операции с автомобилем
8485,2,4863.710732059039,31,1,0,f,сотрудник,1,81296,покупка своего жилья,C,операции с недвижимостью
8486,1,4019.228450722017,29,0,0,m,госслужащий,0,171618,на покупку своего автомобиля,C,операции с автомобилем
8487,0,769.7340931636818,30,0,4,m,компаньон,0,255432,покупка жилой недвижимости,B,операции с недвижимостью
8488,0,335058.3066457678,62,0,3,f,пенсионер,0,72890,получение дополнительного образования,C,операции с недвижимостью
8489,0,192.3502547523261,54,1,0,f,компаньон,0,263208,получение дополнительного образования,B,операции с недвижимостью
8490,1,1203.369528770489,31,1,0,f,компаньон,0,145017,покупка жилья,C,операции с недвижимостью
8491,0,354807.11626673874,59,1,4,f,пенсионер,0,47788,жилье,D,операции с недвижимостью
8492,0,387477.9252373854,62,1,1,f,пенсионер,0,126494,ремонт жилью,C,операции с недвижимостью
8493,0,1203.369528770489,34,1,1,f,сотрудник,0,145017,свадьба,C,операции с недвижимостью
8494,0,3114.0530994721003,30,0,1,f,сотрудник,0,276859,заняться образованием,B,операции с недвижимостью
8495,0,287.10480325541755,33,1,0,m,сотрудник,0,122634,операции со своей недвижимостью,C,операции с недвижимостью
8496,0,1157.558992396438,22,1,0,f,сотрудник,0,146769,приобретение автомобиля,C,операции с автомобилем
8497,3,4260.1980167000265,34,0,0,f,компаньон,0,271886,покупка жилья,B,операции с недвижимостью
8498,1,3313.129897567661,55,0,0,f,сотрудник,0,114394,сделка с автомобилем,C,операции с автомобилем
8499,0,1203.369528770489,47,1,3,f,сотрудник,0,145017,покупка коммерческой недвижимости,C,операции с недвижимостью
8500,0,2007.5200698492688,37,1,1,f,сотрудник,0,322437,покупка коммерческой недвижимости,B,операции с недвижимостью
8501,0,1203.369528770489,48,1,1,f,пенсионер,0,145017,сыграть свадьбу,C,операции с недвижимостью
8502,2,1290.5967316594442,35,1,0,f,сотрудник,1,89433,строительство жилой недвижимости,C,операции с недвижимостью
8503,0,1203.369528770489,29,0,4,f,сотрудник,0,145017,покупка недвижимости,C,операции с недвижимостью
8504,0,5841.812212758056,46,1,1,f,сотрудник,0,138665,на проведение свадьбы,C,операции с недвижимостью
8505,1,1171.8403610899177,29,1,0,f,сотрудник,1,80597,получение образования,C,операции с недвижимостью
8506,1,331586.16457030195,59,1,1,f,пенсионер,0,67177,сыграть свадьбу,C,операции с недвижимостью
8507,0,11662.034001242137,64,1,1,f,сотрудник,0,130154,на проведение свадьбы,C,операции с недвижимостью
8508,0,1003.2844896250548,32,1,1,m,сотрудник,0,105329,на проведение свадьбы,C,операции с недвижимостью
8509,1,346782.5499510521,43,1,0,m,пенсионер,0,96126,строительство собственной недвижимости,C,операции с недвижимостью
8510,0,191.4491038279483,56,1,0,f,сотрудник,0,174540,покупка своего жилья,C,операции с недвижимостью
8511,3,1203.369528770489,40,1,0,m,компаньон,0,145017,строительство жилой недвижимости,C,операции с недвижимостью
8512,1,1385.4474154060697,39,1,1,f,сотрудник,0,65656,покупка коммерческой недвижимости,C,операции с недвижимостью
8513,0,1682.129175257944,26,1,4,m,сотрудник,0,79410,операции с коммерческой недвижимостью,C,операции с недвижимостью
8514,0,5668.862280126934,69,1,3,f,госслужащий,0,312790,сделка с автомобилем,B,операции с автомобилем
8515,0,353226.8732708303,66,1,2,f,пенсионер,0,114252,заняться образованием,C,операции с недвижимостью
8516,0,328994.063851685,61,1,0,f,пенсионер,0,202032,покупка жилья для сдачи,B,операции с недвижимостью
8517,1,3072.297595707016,33,0,1,f,сотрудник,0,138839,свадьба,C,операции с недвижимостью
8518,1,399728.8665674789,50,1,0,f,пенсионер,0,49872,недвижимость,D,операции с недвижимостью
8519,0,308.8303720889328,48,0,0,m,сотрудник,0,234424,операции с коммерческой недвижимостью,B,операции с недвижимостью
8520,0,332626.817216784,50,1,0,f,пенсионер,0,69113,покупка жилья,C,операции с недвижимостью
8521,0,381.8971361449135,25,2,3,f,сотрудник,0,79454,покупка недвижимости,C,операции с недвижимостью
8522,1,1443.3337405102725,24,1,0,m,сотрудник,0,136519,профильное образование,C,операции с недвижимостью
8523,0,4890.341296119928,40,2,0,f,сотрудник,0,166221,получение высшего образования,C,операции с недвижимостью
8524,1,340.16097978996584,40,1,0,m,сотрудник,0,76807,покупка жилья для семьи,C,операции с недвижимостью
8525,1,268.966774245822,30,0,4,f,сотрудник,0,202211,образование,B,операции с недвижимостью
8526,0,971.3357070941964,23,1,1,m,сотрудник,0,201592,высшее образование,B,операции с недвижимостью
8527,1,1200.8932109801078,49,0,0,m,сотрудник,0,420273,образование,B,операции с недвижимостью
8528,1,1436.703940923942,43,1,0,m,компаньон,0,135072,сделка с подержанным автомобилем,C,операции с автомобилем
8529,0,249.10835421780743,22,1,4,m,сотрудник,0,91396,операции со своей недвижимостью,C,операции с недвижимостью
8530,0,6153.094678230146,52,1,3,f,сотрудник,0,186092,операции с жильем,C,операции с недвижимостью
8531,0,370461.272727716,62,0,2,f,пенсионер,0,139945,покупка жилья для сдачи,C,операции с недвижимостью
8532,1,2426.22936778788,42,1,0,m,госслужащий,0,133126,покупка недвижимости,C,операции с недвижимостью
8533,0,2048.0949853769275,35,1,3,f,сотрудник,0,94814,операции со своей недвижимостью,C,операции с недвижимостью
8534,0,2543.7674193816524,35,1,0,m,сотрудник,0,89269,получение дополнительного образования,C,операции с недвижимостью
8535,0,1548.290374260987,23,2,4,m,сотрудник,0,155493,получение образования,C,операции с недвижимостью
8536,0,375860.9989676637,54,1,1,f,пенсионер,0,46388,свадьба,D,операции с недвижимостью
8537,0,5722.861683730566,54,1,0,f,сотрудник,0,257329,покупка своего жилья,B,операции с недвижимостью
8538,2,1019.072065722858,42,0,0,m,сотрудник,0,115261,операции со своей недвижимостью,C,операции с недвижимостью
8539,1,783.3926420110578,30,1,1,f,сотрудник,0,60407,сыграть свадьбу,C,операции с недвижимостью
8540,1,499.1512277576202,29,2,0,f,компаньон,0,163208,строительство собственной недвижимости,C,операции с недвижимостью
8541,0,340928.7269115612,72,1,0,f,пенсионер,0,122200,дополнительное образование,C,операции с недвижимостью
8542,2,2151.840445126788,30,0,0,f,госслужащий,0,53875,недвижимость,C,операции с недвижимостью
8543,0,2761.011338805834,52,1,0,m,компаньон,0,74421,автомобиль,C,операции с автомобилем
8544,0,350.97604615110635,23,1,0,f,сотрудник,0,82233,строительство собственной недвижимости,C,операции с недвижимостью
8545,0,488.649590327922,44,1,0,f,сотрудник,1,97454,покупка жилья для сдачи,C,операции с недвижимостью
8546,2,1861.118120226944,41,1,0,m,компаньон,0,105242,свой автомобиль,C,операции с автомобилем
8547,0,4759.0033217676,62,0,0,m,госслужащий,0,309774,жилье,B,операции с недвижимостью
8548,1,3062.038242767549,38,1,0,f,госслужащий,0,74995,покупка жилья для семьи,C,операции с недвижимостью
8549,0,343617.72632632026,61,1,1,m,пенсионер,0,71699,на проведение свадьбы,C,операции с недвижимостью
8550,0,3981.570580458753,50,1,0,f,сотрудник,0,81042,получение дополнительного образования,C,операции с недвижимостью
8551,1,142.69158175273398,48,0,0,m,компаньон,0,109583,покупка своего жилья,C,операции с недвижимостью
8552,0,870.8763974353511,55,1,0,m,сотрудник,0,220372,ремонт жилью,B,операции с недвижимостью
8553,0,373341.9558501655,63,3,3,f,пенсионер,0,115824,автомобиль,C,операции с автомобилем
8554,2,2421.4206314577773,30,1,0,f,сотрудник,0,121601,ремонт жилью,C,операции с недвижимостью
8555,1,331608.45572638,61,1,2,f,пенсионер,0,61503,покупка своего жилья,C,операции с недвижимостью
8556,0,3592.5281631220314,40,0,3,f,сотрудник,0,200589,операции с коммерческой недвижимостью,B,операции с недвижимостью
8557,0,494.1083851550852,25,0,4,f,сотрудник,0,264147,сделка с подержанным автомобилем,B,операции с автомобилем
8558,0,3343.215190792769,32,1,1,f,сотрудник,0,69847,образование,C,операции с недвижимостью
8559,1,240.73500466258915,22,1,0,m,сотрудник,0,123705,строительство собственной недвижимости,C,операции с недвижимостью
8560,0,1136.7888256136375,28,0,1,m,компаньон,0,466041,на проведение свадьбы,B,операции с недвижимостью
8561,-1,195.47949586446725,31,1,0,f,сотрудник,0,145577,ремонт жилью,C,операции с недвижимостью
8562,1,2728.383394682579,42,1,0,f,сотрудник,0,106046,покупка жилья для семьи,C,операции с недвижимостью
8563,0,2341.9567030113426,50,0,0,m,компаньон,0,159775,жилье,C,операции с недвижимостью
8564,4,4584.852620990164,30,1,2,f,сотрудник,0,163969,операции с жильем,C,операции с недвижимостью
8565,2,2882.644427927334,36,1,0,m,сотрудник,0,297642,недвижимость,B,операции с недвижимостью
8566,0,1582.8345030346304,44,1,0,f,сотрудник,0,213006,покупка жилья,B,операции с недвижимостью
8567,1,1203.369528770489,54,1,1,m,сотрудник,1,145017,свадьба,C,операции с недвижимостью
8568,0,509.3668162524565,45,0,0,f,госслужащий,0,177899,покупка жилья,C,операции с недвижимостью
8569,0,178.9383462889793,26,0,4,m,сотрудник,0,165247,покупка жилой недвижимости,C,операции с недвижимостью
8570,1,3278.16006884664,41,1,1,f,сотрудник,0,112893,жилье,C,операции с недвижимостью
8571,0,3115.57000606518,52,1,0,f,сотрудник,0,179260,строительство недвижимости,C,операции с недвижимостью
8572,0,2841.418565580588,47,0,0,m,сотрудник,0,209670,операции с коммерческой недвижимостью,B,операции с недвижимостью
8573,2,759.3083782392081,36,1,0,f,сотрудник,0,63306,покупка жилья для сдачи,C,операции с недвижимостью
8574,0,1203.369528770489,0,1,0,f,сотрудник,0,145017,недвижимость,C,операции с недвижимостью
8575,0,2837.245901872019,41,0,4,f,сотрудник,0,377921,на покупку подержанного автомобиля,B,операции с автомобилем
8576,0,478.1645786247683,29,1,1,f,компаньон,0,78205,операции с коммерческой недвижимостью,C,операции с недвижимостью
8577,0,684.9170414021509,51,1,4,m,сотрудник,0,148566,жилье,C,операции с недвижимостью
8578,0,9463.443565979527,43,1,1,f,госслужащий,1,161440,свой автомобиль,C,операции с автомобилем
8579,1,1552.0796168807376,37,1,0,m,компаньон,0,182866,операции с недвижимостью,C,операции с недвижимостью
8580,0,1104.1406005020372,29,1,4,m,сотрудник,0,230864,сделка с подержанным автомобилем,B,операции с автомобилем
8581,0,6809.94781735309,48,1,4,f,сотрудник,0,199549,операции с коммерческой недвижимостью,C,операции с недвижимостью
8582,0,1428.8201568570566,65,1,0,m,компаньон,0,165555,свой автомобиль,C,операции с автомобилем
8583,0,1203.369528770489,58,0,4,f,пенсионер,0,145017,дополнительное образование,C,операции с недвижимостью
8584,1,3846.093845465816,50,1,0,m,компаньон,0,353232,получение дополнительного образования,B,операции с недвижимостью
8585,1,1725.3196995276996,45,1,0,f,сотрудник,0,229600,операции с коммерческой недвижимостью,B,операции с недвижимостью
8586,1,3803.025430523711,41,1,1,f,сотрудник,0,77168,операции с жильем,C,операции с недвижимостью
8587,1,227.18701672998748,46,0,0,m,сотрудник,0,152533,покупка недвижимости,C,операции с недвижимостью
8588,0,5720.66995292886,49,1,1,f,компаньон,1,198618,сыграть свадьбу,C,операции с недвижимостью
8589,0,486.6622261304435,70,1,0,m,сотрудник,0,199649,покупка недвижимости,C,операции с недвижимостью
8590,0,1727.5247805379572,42,1,0,m,сотрудник,0,100532,заняться высшим образованием,C,операции с недвижимостью
8591,2,8472.255149092332,40,1,1,m,сотрудник,0,209604,свадьба,B,операции с недвижимостью
8592,0,3352.3005870911525,49,1,2,f,сотрудник,0,81192,операции с недвижимостью,C,операции с недвижимостью
8593,0,362922.8109253245,59,1,3,f,пенсионер,0,101342,профильное образование,C,операции с недвижимостью
8594,0,353688.31498985883,59,1,1,f,пенсионер,0,82886,свадьба,C,операции с недвижимостью
8595,1,1344.7349566776884,49,1,0,f,сотрудник,0,170008,автомобили,C,операции с автомобилем
8596,1,1743.5877352045272,34,1,0,m,госслужащий,1,410236,профильное образование,B,операции с недвижимостью
8597,1,3243.1409128180653,32,1,0,m,компаньон,0,174298,высшее образование,C,операции с недвижимостью
8598,0,1739.3268054066,51,1,0,m,сотрудник,0,156177,ремонт жилью,C,операции с недвижимостью
8599,1,168.26485554807277,32,0,0,f,сотрудник,0,289858,покупка жилья для сдачи,B,операции с недвижимостью
8600,0,1033.194517669568,27,1,1,f,компаньон,0,229544,на проведение свадьбы,B,операции с недвижимостью
8601,1,344.64008852880704,43,1,0,f,сотрудник,0,95058,получение образования,C,операции с недвижимостью
8602,1,4653.798405595921,48,1,3,m,компаньон,0,126305,операции с жильем,C,операции с недвижимостью
8603,0,361957.69028613006,55,2,0,f,пенсионер,0,112335,строительство собственной недвижимости,C,операции с недвижимостью
8604,2,1203.369528770489,42,1,0,m,сотрудник,0,145017,на покупку автомобиля,C,операции с автомобилем
8605,0,1064.6502748536857,26,0,0,f,сотрудник,0,183286,строительство жилой недвижимости,C,операции с недвижимостью
8606,1,3327.869239332209,41,1,0,m,сотрудник,1,229994,покупка коммерческой недвижимости,B,операции с недвижимостью
8607,1,1573.6448495889435,36,1,3,m,сотрудник,0,143990,покупка коммерческой недвижимости,C,операции с недвижимостью
8608,0,1279.690364196314,51,1,0,m,сотрудник,0,203614,жилье,B,операции с недвижимостью
8609,0,331516.72777893377,67,0,0,f,пенсионер,0,81279,покупка своего жилья,C,операции с недвижимостью
8610,0,375331.152367889,68,2,4,f,пенсионер,0,190133,на покупку автомобиля,C,операции с автомобилем
8611,0,5404.759417542759,48,0,1,f,компаньон,0,339869,получение образования,B,операции с недвижимостью
8612,1,1203.369528770489,47,1,0,m,сотрудник,0,145017,заняться высшим образованием,C,операции с недвижимостью
8613,0,3137.2478032476765,36,1,4,f,сотрудник,0,118882,покупка жилья,C,операции с недвижимостью
8614,0,2302.8244702322368,30,1,0,f,сотрудник,0,177667,свой автомобиль,C,операции с автомобилем
8615,0,346.9802099197386,45,1,0,f,компаньон,0,166021,на покупку своего автомобиля,C,операции с автомобилем
8616,0,1203.369528770489,59,1,2,f,пенсионер,0,145017,свой автомобиль,C,операции с автомобилем
8617,0,506.6853968553185,31,1,1,f,госслужащий,0,134969,недвижимость,C,операции с недвижимостью
8618,0,650.0286028546417,57,1,4,f,сотрудник,0,78022,ремонт жилью,C,операции с недвижимостью
8619,0,637.6844565106563,37,1,4,f,сотрудник,0,84969,операции со своей недвижимостью,C,операции с недвижимостью
8620,4,2688.8514204191056,34,1,0,f,сотрудник,0,164158,заняться образованием,C,операции с недвижимостью
8621,2,527.3916062346264,30,1,0,f,компаньон,0,177986,покупка жилья,C,операции с недвижимостью
8622,0,817.8784585277789,27,0,1,m,компаньон,0,139627,свадьба,C,операции с недвижимостью
8623,0,1825.61848313178,30,0,0,f,сотрудник,0,88264,покупка жилья для сдачи,C,операции с недвижимостью
8624,0,3122.3161080472028,33,1,1,m,компаньон,0,242566,операции с жильем,B,операции с недвижимостью
8625,0,388984.8897116549,60,1,0,f,пенсионер,0,134368,автомобили,C,операции с автомобилем
8626,0,598.841160463792,36,2,0,f,сотрудник,1,267587,свой автомобиль,B,операции с автомобилем
8627,0,1202.9831995292782,47,1,0,m,сотрудник,1,114489,на покупку своего автомобиля,C,операции с автомобилем
8628,0,1591.9725831158069,40,1,0,f,сотрудник,0,92401,покупка жилья для сдачи,C,операции с недвижимостью
8629,1,1203.369528770489,30,0,0,f,сотрудник,0,145017,покупка коммерческой недвижимости,C,операции с недвижимостью
8630,1,695.872396969541,40,1,0,f,сотрудник,0,113280,высшее образование,C,операции с недвижимостью
8631,0,337103.5834073743,51,0,0,m,пенсионер,0,166746,покупка недвижимости,C,операции с недвижимостью
8632,0,399581.88237617287,55,1,0,f,пенсионер,0,80633,жилье,C,операции с недвижимостью
8633,1,1203.369528770489,42,1,0,m,сотрудник,0,145017,недвижимость,C,операции с недвижимостью
8634,1,313.5054746423271,39,1,0,f,сотрудник,0,110731,автомобиль,C,операции с автомобилем
8635,0,4690.124434227864,59,1,0,f,сотрудник,0,160489,покупка жилья для семьи,C,операции с недвижимостью
8636,1,2990.024966576029,43,1,0,m,компаньон,0,588318,автомобили,B,операции с автомобилем
8637,0,3855.516072023548,58,1,1,f,сотрудник,0,198271,автомобиль,C,операции с автомобилем
8638,0,3200.412567065089,41,1,4,f,госслужащий,0,162872,операции с недвижимостью,C,операции с недвижимостью
8639,0,369961.8534265236,67,1,0,f,пенсионер,0,57683,ремонт жилью,C,операции с недвижимостью
8640,0,3126.707180061126,53,1,0,f,госслужащий,0,87294,недвижимость,C,операции с недвижимостью
8641,0,5035.668539281207,50,0,0,f,сотрудник,0,255396,покупка жилья,B,операции с недвижимостью
8642,0,5830.601748429665,45,1,1,f,сотрудник,0,68206,образование,C,операции с недвижимостью
8643,0,1772.1096719690363,34,1,2,f,сотрудник,0,205103,получение дополнительного образования,B,операции с недвижимостью
8644,0,331258.5711528916,62,1,4,m,пенсионер,0,157566,строительство недвижимости,C,операции с недвижимостью
8645,0,3749.765827717376,43,0,0,m,компаньон,0,189264,операции с недвижимостью,C,операции с недвижимостью
8646,1,2588.6312652405136,40,0,0,f,компаньон,0,121789,строительство жилой недвижимости,C,операции с недвижимостью
8647,2,882.0977322308531,38,1,0,f,сотрудник,0,163338,покупка жилой недвижимости,C,операции с недвижимостью
8648,0,1141.2481310164462,60,1,0,m,компаньон,0,184687,покупка жилья для семьи,C,операции с недвижимостью
8649,3,2417.631813046873,46,3,0,m,компаньон,0,127878,профильное образование,C,операции с недвижимостью
8650,0,2560.796799943646,44,1,0,f,сотрудник,0,57227,образование,C,операции с недвижимостью
8651,0,395694.97908366047,69,1,2,f,пенсионер,0,137117,на покупку автомобиля,C,операции с автомобилем
8652,2,133.62322669365165,33,2,0,m,компаньон,0,104611,строительство жилой недвижимости,C,операции с недвижимостью
8653,0,366175.9039939235,64,1,1,m,пенсионер,0,169022,получение дополнительного образования,C,операции с недвижимостью
8654,2,7103.5852948407055,37,1,0,m,сотрудник,0,250841,сделка с подержанным автомобилем,B,операции с автомобилем
8655,1,2711.032924426256,50,0,1,f,сотрудник,0,32178,на проведение свадьбы,D,операции с недвижимостью
8656,0,2639.860462546934,49,1,0,f,сотрудник,0,86555,покупка своего жилья,C,операции с недвижимостью
8657,1,4507.801657270122,35,1,4,f,сотрудник,0,191667,строительство жилой недвижимости,C,операции с недвижимостью
8658,2,379325.2918589071,39,1,0,m,пенсионер,0,117098,жилье,C,операции с недвижимостью
8659,2,99.915860723492,24,0,1,f,сотрудник,0,73361,сыграть свадьбу,C,операции с недвижимостью
8660,0,1039.7523696755734,42,0,0,f,компаньон,0,140820,автомобили,C,операции с автомобилем
8661,0,399170.8193313516,65,1,0,f,пенсионер,0,205212,свой автомобиль,B,операции с автомобилем
8662,1,489.4508335077932,34,1,0,m,сотрудник,0,155182,профильное образование,C,операции с недвижимостью
8663,0,1694.4110386275836,43,1,1,f,сотрудник,0,83892,на проведение свадьбы,C,операции с недвижимостью
8664,0,124.28132651336888,22,0,1,f,компаньон,0,57111,сделка с подержанным автомобилем,C,операции с автомобилем
8665,0,1203.369528770489,46,1,3,f,госслужащий,0,145017,получение высшего образования,C,операции с недвижимостью
8666,2,1152.0196313998897,42,1,0,m,сотрудник,0,259048,операции с недвижимостью,B,операции с недвижимостью
8667,0,4926.67688796428,58,1,0,m,компаньон,0,237286,операции с недвижимостью,B,операции с недвижимостью
8668,0,1968.453704754336,54,1,0,m,сотрудник,0,179174,получение высшего образования,C,операции с недвижимостью
8669,1,4168.222879617331,49,1,0,f,сотрудник,0,82448,операции с недвижимостью,C,операции с недвижимостью
8670,0,791.0812716681751,22,0,0,m,компаньон,0,251268,ремонт жилью,B,операции с недвижимостью
8671,1,1716.6135537506009,41,0,1,f,компаньон,0,239131,получение дополнительного образования,B,операции с недвижимостью
8672,0,2442.7635202104666,0,1,4,m,сотрудник,0,216923,сделка с подержанным автомобилем,B,операции с автомобилем
8673,1,1280.8611525442377,49,1,1,m,сотрудник,0,94925,операции со своей недвижимостью,C,операции с недвижимостью
8674,2,438.7366845106443,49,1,0,m,сотрудник,0,181709,высшее образование,C,операции с недвижимостью
8675,2,4377.5107669198815,35,1,0,f,госслужащий,1,173792,профильное образование,C,операции с недвижимостью
8676,2,1759.180656331362,35,1,1,m,сотрудник,0,121832,покупка коммерческой недвижимости,C,операции с недвижимостью
8677,0,332434.7441472557,52,1,1,f,пенсионер,0,151900,на проведение свадьбы,C,операции с недвижимостью
8678,0,537.602435432863,56,1,0,f,госслужащий,0,110735,на покупку подержанного автомобиля,C,операции с автомобилем
8679,0,350396.7473895755,62,1,0,f,пенсионер,0,181109,сделка с подержанным автомобилем,C,операции с автомобилем
8680,0,1203.369528770489,34,1,0,f,компаньон,0,145017,покупка жилой недвижимости,C,операции с недвижимостью
8681,4,1203.369528770489,33,1,0,f,госслужащий,0,145017,строительство собственной недвижимости,C,операции с недвижимостью
